,FirstObjectDistance_X,FirstObjectDistance_Y,SecondObjectDistance_X,SecondObjectDistance_Y,ThirdObjectDistance_X,ThirdObjectDistance_Y,FourthObjectDistance_X,FourthObjectDistance_Y,VehicleSpeed,FirstObjectSpeed_X,FirstObjectSpeed_Y,SecondObjectSpeed_X,SecondObjectSpeed_Y,ThirdObjectSpeed_X,ThirdObjectSpeed_Y,FourthObjectSpeed_X,FourthObjectSpeed_Y,YawRate,Timestamp
292,-920,-328,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,61.61455037
293,-930,-330,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,61.7176372
294,-940,-332,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,61.81584961
295,-950,-334,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,61.9161572
296,-960,-336,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.01469164
297,-970,-338,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.11192897
298,-980,-340,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.20907228
299,-990,-342,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.30897784
300,-1000,-344,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.4066382
301,-1010,-346,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.50584337
302,-1020,-348,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.60156985
303,-1030,-350,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.69913046
304,-1040,-352,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.79502195
305,-1050,-354,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.89582678
306,-1060,-356,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,62.99402142
307,-1070,-358,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.09499626
308,-1080,-360,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.19548506
309,-1090,-362,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.29628989
310,-1100,-364,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.39561761
311,-1110,-366,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.4984354
312,-1120,-368,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.5970793
313,-1130,-370,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.69801138
314,-1140,-372,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.79955651
315,-1150,-374,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,63.90095363
316,-1160,-376,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.00138167
317,-1170,-378,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.10307281
318,-1180,-380,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.20325083
319,-1190,-382,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.30220575
320,-1200,-384,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.39971456
321,-1210,-386,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.49832297
322,-1220,-388,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.59431639
323,-1230,-390,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.68590043
324,-1240,-392,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.77601134
325,-1250,-394,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.86621726
326,-1260,-396,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,64.95176277
327,-1270,-398,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.03047968
328,-1280,-400,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.09991877
329,-1290,-402,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.16781473
330,-1300,-404,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.23505563
331,-1310,-406,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.2996013
332,-1320,-408,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.36368292
333,-1330,-410,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.4238072
334,-1340,-412,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.48331492
335,-1350,-414,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.54465272
336,-1360,-416,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.6046274
337,-1370,-418,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.67591797
338,-1380,-420,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.73687273
339,-1390,-422,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.79708543
340,-1400,-424,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.86160147
341,-1410,-426,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.92910774
342,-1420,-428,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,65.99854017
343,-1430,-430,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.060404
344,-1440,-432,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.13057348
345,-1450,-434,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.19584958
346,-1460,-436,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.26002859
347,-1470,-438,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.3279879
348,-1480,-440,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.38922768
349,-1490,-442,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.46357969
350,-1500,-444,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.53159844
351,-1510,-446,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.59798106
352,-1520,-448,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.67293639
353,-1530,-450,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.74354036
354,-1540,-452,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.81469638
355,-1550,-454,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.88962572
356,-1560,-456,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,66.96871641
357,-1570,-458,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.04848115
358,-1580,-460,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.129526
359,-1590,-462,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.21477621
360,-1600,-464,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.30139854
361,-1610,-466,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.38543964
362,-1620,-468,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.46648019
363,-1630,-470,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.54835839
364,-1640,-472,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.6316887
365,-1650,-474,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.71596307
366,-1660,-476,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.80272664
367,-1670,-478,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.88781708
368,-1680,-480,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,67.97303853
369,-1690,-482,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.06712365
370,-1700,-484,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.16115477
371,-1710,-486,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.26263945
372,-1720,-488,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.35723261
373,-1730,-490,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.45988384
374,-1740,-492,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.550807
375,-1750,-494,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.64612941
376,-1760,-496,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.73816063
377,-1770,-498,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.82872077
378,-1780,-500,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,68.91595372
379,-1790,-502,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.0038347
380,-1800,-504,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.09559891
381,-1810,-506,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.18550701
382,-1820,-508,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.26952777
383,-1830,-510,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.34954431
384,-1840,-512,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.43156397
385,-1850,-514,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.51300259
386,-1860,-516,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.59145704
387,-1870,-518,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.67166459
388,-1880,-520,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.7530072
389,-1890,-522,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.83423181
390,-1900,-524,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.9152104
391,-1910,-526,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,69.99366096
392,-1920,-528,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.07568327
393,-1930,-530,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.16085634
394,-1940,-532,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.24660772
395,-1950,-534,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.328764
396,-1960,-536,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.40893863
397,-1970,-538,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.49708007
398,-1980,-540,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.58569667
399,-1990,-542,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.67916607
400,-2000,-544,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.76909842
401,-2010,-546,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.85705517
402,-2020,-548,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,70.94335634
403,-2030,-550,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.03202249
404,-2040,-552,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.11822359
405,-2050,-554,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.20779133
406,-2060,-556,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.2937596
407,-2070,-558,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.38083358
408,-2080,-560,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.46780784
409,-2090,-562,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.55478492
410,-2100,-564,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.64376039
411,-2110,-566,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.73188343
412,-2120,-568,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.82110418
413,-2130,-570,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,71.91273546
414,-2140,-572,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.00378169
415,-2150,-574,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.09443086
416,-2160,-576,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.18723624
417,-2170,-578,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.27917411
418,-2180,-580,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.36818074
419,-2190,-582,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.45738357
420,-2200,-584,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.5464473
421,-2210,-586,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.63522338
422,-2220,-588,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.7218783
423,-2230,-590,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.80447695
424,-2240,-592,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.88944318
425,-2250,-594,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,72.9728545
426,-2260,-596,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,73.05710262
427,-2270,-598,0,0,0,0,0,0,2048,256,4,0,0,0,0,0,0,0,73.14358353
